9.0,357.0,367.0
9.0,367.0,376.0
9.0,376.0,385.0
9.0,385.0,394.0
9.0,394.0,403.0
9.0,403.0,412.0
9.0,412.0,421.0
9.0,421.0,430.0
9.0,430.0,440.0
9.0,440.0,450.0
9.0,450.0,460.0
9.0,460.0,470.0
9.0,470.0,481.0
9.0,481.0,492.0
9.0,492.0,502.0
9.0,502.0,513.0
9.0,513.0,522.0
9.0,522.0,526.0
8.0,8.0,16.0
8.0,16.0,25.0
8.0,25.0,38.0
8.0,38.0,51.0
8.0,51.0,68.0
8.0,68.0,86.0
8.0,86.0,104.0
8.0,104.0,121.0
8.0,121.0,139.0
8.0,139.0,156.0
8.0,156.0,174.0
8.0,174.0,193.0
8.0,193.0,213.0
8.0,213.0,233.0
8.0,233.0,253.0
8.0,253.0,276.0
8.0,276.0,293.0
8.0,293.0,305.0
8.0,305.0,321.0
8.0,321.0,333.0
8.0,333.0,346.0
8.0,346.0,357.0
7.0,70.0,69.0
7.0,69.0,58.0
7.0,58.0,57.0
7.0,57.0,52.0
7.0,52.0,53.0
7.0,53.0,39.0
7.0,39.0,26.0
7.0,26.0,15.0
7.0,15.0,14.0
7.0,14.0,8.0
6.0,279.0,263.0
6.0,263.0,261.0
6.0,261.0,242.0
6.0,242.0,223.0
6.0,223.0,211.0
6.0,211.0,209.0
6.0,209.0,191.0
6.0,191.0,173.0
6.0,173.0,158.0
6.0,158.0,142.0
6.0,142.0,125.0
6.0,125.0,107.0
6.0,107.0,89.0
6.0,89.0,70.0
5.0,44.0,61.0
5.0,61.0,79.0
5.0,79.0,97.0
5.0,97.0,113.0
5.0,113.0,131.0
5.0,131.0,148.0
5.0,148.0,165.0
5.0,165.0,182.0
5.0,182.0,201.0
5.0,201.0,219.0
5.0,219.0,237.0
5.0,237.0,256.0
5.0,256.0,258.0
5.0,258.0,279.0
4.0,1.0,2.0
4.0,2.0,3.0
4.0,3.0,6.0
4.0,6.0,11.0
4.0,11.0,19.0
4.0,19.0,20.0
4.0,20.0,21.0
4.0,21.0,22.0
4.0,22.0,33.0
4.0,33.0,44.0
3.0,329.0,316.0
3.0,316.0,300.0
3.0,300.0,283.0
3.0,283.0,265.0
3.0,265.0,245.0
3.0,245.0,226.0
3.0,226.0,207.0
3.0,207.0,188.0
3.0,188.0,170.0
3.0,170.0,153.0
3.0,153.0,136.0
3.0,136.0,118.0
3.0,118.0,101.0
3.0,101.0,83.0
3.0,83.0,65.0
3.0,65.0,48.0
3.0,48.0,35.0
3.0,35.0,23.0
3.0,23.0,12.0
3.0,12.0,7.0
3.0,7.0,4.0
3.0,4.0,1.0
2.0,503.0,494.0
2.0,494.0,484.0
2.0,484.0,473.0
2.0,473.0,463.0
2.0,463.0,454.0
2.0,454.0,445.0
2.0,445.0,435.0
2.0,435.0,425.0
2.0,425.0,415.0
2.0,415.0,406.0
2.0,406.0,397.0
2.0,397.0,388.0
2.0,388.0,378.0
2.0,378.0,368.0
2.0,368.0,360.0
2.0,360.0,351.0
2.0,351.0,341.0
2.0,341.0,329.0
1.0,526.0,524.0
1.0,524.0,525.0
1.0,525.0,521.0
1.0,521.0,517.0
1.0,517.0,515.0
1.0,515.0,516.0
1.0,516.0,507.0
1.0,507.0,503.0
