5.0,1448.0,1433.0
5.0,1433.0,1417.0
5.0,1417.0,1400.0
4.0,1974.0,1973.0
4.0,1973.0,1971.0
4.0,1971.0,1968.0
4.0,1968.0,1964.0
4.0,1964.0,1959.0
4.0,1959.0,1953.0
4.0,1953.0,1947.0
4.0,1947.0,1940.0
4.0,1940.0,1932.0
4.0,1932.0,1923.0
4.0,1923.0,1922.0
4.0,1922.0,1912.0
4.0,1912.0,1911.0
4.0,1911.0,1899.0
4.0,1899.0,1898.0
4.0,1898.0,1884.0
4.0,1884.0,1870.0
4.0,1870.0,1869.0
4.0,1869.0,1853.0
4.0,1853.0,1836.0
3.0,1376.0,1395.0
3.0,1395.0,1412.0
3.0,1412.0,1429.0
3.0,1429.0,1445.0
3.0,1445.0,1459.0
3.0,1459.0,1476.0
3.0,1476.0,1491.0
3.0,1491.0,1506.0
3.0,1506.0,1523.0
3.0,1523.0,1540.0
3.0,1540.0,1551.0
3.0,1551.0,1567.0
3.0,1567.0,1584.0
3.0,1584.0,1597.0
3.0,1597.0,1612.0
3.0,1612.0,1628.0
3.0,1628.0,1643.0
3.0,1643.0,1658.0
3.0,1658.0,1674.0
3.0,1674.0,1689.0
3.0,1689.0,1705.0
3.0,1705.0,1720.0
3.0,1720.0,1736.0
3.0,1736.0,1751.0
3.0,1751.0,1768.0
3.0,1768.0,1785.0
3.0,1785.0,1793.0
3.0,1793.0,1810.0
3.0,1810.0,1826.0
3.0,1826.0,1843.0
3.0,1843.0,1861.0
3.0,1861.0,1876.0
3.0,1876.0,1890.0
3.0,1890.0,1903.0
3.0,1903.0,1914.0
3.0,1914.0,1924.0
3.0,1924.0,1933.0
3.0,1933.0,1941.0
3.0,1941.0,1948.0
3.0,1948.0,1954.0
3.0,1954.0,1960.0
3.0,1960.0,1965.0
3.0,1965.0,1969.0
3.0,1969.0,1972.0
3.0,1972.0,1974.0
2.0,53.0,83.0
2.0,83.0,112.0
2.0,112.0,141.0
2.0,141.0,170.0
2.0,170.0,201.0
2.0,201.0,235.0
2.0,235.0,268.0
2.0,268.0,302.0
2.0,302.0,336.0
2.0,336.0,374.0
2.0,374.0,411.0
2.0,411.0,446.0
2.0,446.0,485.0
2.0,485.0,521.0
2.0,521.0,558.0
2.0,558.0,596.0
2.0,596.0,634.0
2.0,634.0,669.0
2.0,669.0,703.0
2.0,703.0,739.0
2.0,739.0,778.0
2.0,778.0,821.0
2.0,821.0,863.0
2.0,863.0,904.0
2.0,904.0,955.0
2.0,955.0,1006.0
2.0,1006.0,1052.0
2.0,1052.0,1095.0
2.0,1095.0,1140.0
2.0,1140.0,1180.0
2.0,1180.0,1218.0
2.0,1218.0,1250.0
2.0,1250.0,1280.0
2.0,1280.0,1310.0
2.0,1310.0,1335.0
2.0,1335.0,1357.0
2.0,1357.0,1376.0
1.0,5.0,6.0
1.0,6.0,11.0
1.0,11.0,10.0
1.0,10.0,18.0
1.0,18.0,19.0
1.0,19.0,32.0
1.0,32.0,33.0
1.0,33.0,31.0
1.0,31.0,34.0
1.0,34.0,51.0
1.0,51.0,75.0
1.0,75.0,77.0
1.0,77.0,79.0
1.0,79.0,78.0
1.0,78.0,54.0
1.0,54.0,53.0
