1,2,22
2,3,23
3,4,24
4,5,25
5,6,26
6,7,27
7,8,28
8,9,29
9,10,30
10,11,31
11,12,32
12,13,33
13,14,34
14,15,35
15,16,36
16,17,37
17,18,38
18,19,39
19,20,40
1,22,21
2,23,22
3,24,23
4,25,24
5,26,25
6,27,26
7,28,27
8,29,28
9,30,29
10,31,30
11,32,31
12,33,32
13,34,33
14,35,34
15,36,35
16,37,36
17,38,37
18,39,38
19,40,39
21,22,42
22,23,43
23,24,44
24,25,45
25,26,46
26,27,47
27,28,48
28,29,49
29,30,50
30,31,51
31,32,52
32,33,53
33,34,54
34,35,55
35,36,56
36,37,57
37,38,58
38,39,59
39,40,60
21,42,41
22,43,42
23,44,43
24,45,44
25,46,45
26,47,46
27,48,47
28,49,48
29,50,49
30,51,50
31,52,51
32,53,52
33,54,53
34,55,54
35,56,55
36,57,56
37,58,57
38,59,58
39,60,59
41,42,62
42,43,63
43,44,64
44,45,65
45,46,66
46,47,67
47,48,68
48,49,69
49,50,70
50,51,71
51,52,72
52,53,73
53,54,74
54,55,75
55,56,76
56,57,77
57,58,78
58,59,79
59,60,80
41,62,61
42,63,62
43,64,63
44,65,64
45,66,65
46,67,66
47,68,67
48,69,68
49,70,69
50,71,70
51,72,71
52,73,72
53,74,73
54,75,74
55,76,75
56,77,76
57,78,77
58,79,78
59,80,79
61,62,82
62,63,83
63,64,84
64,65,85
65,66,86
66,67,87
67,68,88
68,69,89
69,70,90
70,71,91
71,72,92
72,73,93
73,74,94
74,75,95
75,76,96
76,77,97
77,78,98
78,79,99
79,80,100
61,82,81
62,83,82
63,84,83
64,85,84
65,86,85
66,87,86
67,88,87
68,89,88
69,90,89
70,91,90
71,92,91
72,93,92
73,94,93
74,95,94
75,96,95
76,97,96
77,98,97
78,99,98
79,100,99
81,82,102
82,83,103
83,84,104
84,85,105
85,86,106
86,87,107
87,88,108
88,89,109
89,90,110
90,91,111
91,92,112
92,93,113
93,94,114
94,95,115
95,96,116
96,97,117
97,98,118
98,99,119
99,100,120
81,102,101
82,103,102
83,104,103
84,105,104
85,106,105
86,107,106
87,108,107
88,109,108
89,110,109
90,111,110
91,112,111
92,113,112
93,114,113
94,115,114
95,116,115
96,117,116
97,118,117
98,119,118
99,120,119
101,102,122
102,103,123
103,104,124
104,105,125
105,106,126
106,107,127
107,108,128
108,109,129
109,110,130
110,111,131
111,112,132
112,113,133
113,114,134
114,115,135
115,116,136
116,117,137
117,118,138
118,119,139
119,120,140
101,122,121
102,123,122
103,124,123
104,125,124
105,126,125
106,127,126
107,128,127
108,129,128
109,130,129
110,131,130
111,132,131
112,133,132
113,134,133
114,135,134
115,136,135
116,137,136
117,138,137
118,139,138
119,140,139
121,122,142
122,123,143
123,124,144
124,125,145
125,126,146
126,127,147
127,128,148
128,129,149
129,130,150
130,131,151
131,132,152
132,133,153
133,134,154
134,135,155
135,136,156
136,137,157
137,138,158
138,139,159
139,140,160
121,142,141
122,143,142
123,144,143
124,145,144
125,146,145
126,147,146
127,148,147
128,149,148
129,150,149
130,151,150
131,152,151
132,153,152
133,154,153
134,155,154
135,156,155
136,157,156
137,158,157
138,159,158
139,160,159
141,142,162
142,143,163
143,144,164
144,145,165
145,146,166
146,147,167
147,148,168
148,149,169
149,150,170
150,151,171
151,152,172
152,153,173
153,154,174
154,155,175
155,156,176
156,157,177
157,158,178
158,159,179
159,160,180
141,162,161
142,163,162
143,164,163
144,165,164
145,166,165
146,167,166
147,168,167
148,169,168
149,170,169
150,171,170
151,172,171
152,173,172
153,174,173
154,175,174
155,176,175
156,177,176
157,178,177
158,179,178
159,180,179
161,162,182
162,163,183
163,164,184
164,165,185
165,166,186
166,167,187
167,168,188
168,169,189
169,170,190
170,171,191
171,172,192
172,173,193
173,174,194
174,175,195
175,176,196
176,177,197
177,178,198
178,179,199
179,180,200
161,182,181
162,183,182
163,184,183
164,185,184
165,186,185
166,187,186
167,188,187
168,189,188
169,190,189
170,191,190
171,192,191
172,193,192
173,194,193
174,195,194
175,196,195
176,197,196
177,198,197
178,199,198
179,200,199
181,182,202
182,183,203
183,184,204
184,185,205
185,186,206
186,187,207
187,188,208
188,189,209
189,190,210
190,191,211
191,192,212
192,193,213
193,194,214
194,195,215
195,196,216
196,197,217
197,198,218
198,199,219
199,200,220
181,202,201
182,203,202
183,204,203
184,205,204
185,206,205
186,207,206
187,208,207
188,209,208
189,210,209
190,211,210
191,212,211
192,213,212
193,214,213
194,215,214
195,216,215
196,217,216
197,218,217
198,219,218
199,220,219
201,202,222
202,203,223
203,204,224
204,205,225
205,206,226
206,207,227
207,208,228
208,209,229
209,210,230
210,211,231
211,212,232
212,213,233
213,214,234
214,215,235
215,216,236
216,217,237
217,218,238
218,219,239
219,220,240
201,222,221
202,223,222
203,224,223
204,225,224
205,226,225
206,227,226
207,228,227
208,229,228
209,230,229
210,231,230
211,232,231
212,233,232
213,234,233
214,235,234
215,236,235
216,237,236
217,238,237
218,239,238
219,240,239
221,222,242
222,223,243
223,224,244
224,225,245
225,226,246
226,227,247
227,228,248
228,229,249
229,230,250
230,231,251
231,232,252
232,233,253
233,234,254
234,235,255
235,236,256
236,237,257
237,238,258
238,239,259
239,240,260
221,242,241
222,243,242
223,244,243
224,245,244
225,246,245
226,247,246
227,248,247
228,249,248
229,250,249
230,251,250
231,252,251
232,253,252
233,254,253
234,255,254
235,256,255
236,257,256
237,258,257
238,259,258
239,260,259
241,242,262
242,243,263
243,244,264
244,245,265
245,246,266
246,247,267
247,248,268
248,249,269
249,250,270
250,251,271
251,252,272
252,253,273
253,254,274
254,255,275
255,256,276
256,257,277
257,258,278
258,259,279
259,260,280
241,262,261
242,263,262
243,264,263
244,265,264
245,266,265
246,267,266
247,268,267
248,269,268
249,270,269
250,271,270
251,272,271
252,273,272
253,274,273
254,275,274
255,276,275
256,277,276
257,278,277
258,279,278
259,280,279
261,262,282
262,263,283
263,264,284
264,265,285
265,266,286
266,267,287
267,268,288
268,269,289
269,270,290
270,271,291
271,272,292
272,273,293
273,274,294
274,275,295
275,276,296
276,277,297
277,278,298
278,279,299
279,280,300
261,282,281
262,283,282
263,284,283
264,285,284
265,286,285
266,287,286
267,288,287
268,289,288
269,290,289
270,291,290
271,292,291
272,293,292
273,294,293
274,295,294
275,296,295
276,297,296
277,298,297
278,299,298
279,300,299
281,282,302
282,283,303
283,284,304
284,285,305
285,286,306
286,287,307
287,288,308
288,289,309
289,290,310
290,291,311
291,292,312
